district,year,murder
DUNGARPUR,2008,0
"JAIPUR NORTH",2008,0
"JAIPUR SOUTH",2008,0
JAISALMER,2008,0
"JODHPUR CITY",2008,0
"JODHPUR RURAL",2008,0
PRATAPGARH,2008,0
RAJSAMAND,2008,0
"SAWAI MADHOPUR",2008,0
SIROHI,2008,0
TONK,2008,0
NORTH,2008,0
SOUTH,2008,0
WEST,2008,0
CHENNAI,2008,0
"CHENNAI RLY.",2008,0
"COIMBATORE URBAN",2008,0
DINDIGUL,2008,0
KANCHIPURAM,2008,0
KANYAKUMARI,2008,0
KRISHNAGIRI,2008,0
"MADURAI URBAN",2008,0
NAGAPATTINAM,2008,0
NILGIRIS,2008,0
PERAMBALUR,2008,0
PUDUKOTTAI,2008,0
RAMNATHAPURAM,2008,0
"SALEM RURAL",2008,0
"SALEM URBAN",2008,0
THANJAVUR,2008,0
THENI,2008,0
THIRUVALLUR,2008,0
THIRUVANNAMALAI,2008,0
"TRICHY RLY.",2008,0
"TRICHY RURAL",2008,0
"TRICHY URBAN",2008,0
VELLORE,2008,0
DHALAI,2008,0
DEORIA,2008,0
GHAZIPUR,2008,0
J.P.NAGAR,2008,0
JAUNPUR,2008,0
"KANPUR DEHAT",2008,0
MAHARAJGANJ,2008,0
"SANT KABIRNAGAR",2008,0
SHRAWASTI,2008,0
ALMORA,2008,0
CHAMOLI,2008,0
CHAMPAWAT,2008,0
DEHRADUN,2008,0
HARIDWAR,2008,0
"PAURI GARHWAL",2008,0
PITHORAGARH,2008,0
"RUDRA PRAYAG",2008,0
"TEHRI GARHWAL",2008,0
UTTARKASHI,2008,0
"24 PARGANAS NORTH",2008,0
"24 PARGANAS SOUTH",2008,0
ASANSOL,2008,0
BANKURA,2008,0
BIRBHUM,2008,0
BURDWAN,2008,0
COOCHBEHAR,2008,0
"DAKSHIN DINAJPUR",2008,0
DARJEELING,2008,0
HOOGHLY,2008,0
HOWRAH,2008,0
"HOWRAH G.R.P.",2008,0
JALPAIGURI,2008,0
"KHARAGPUR G.R.P.",2008,0
KOLKATA,2008,0
MALDA,2008,0
MURSHIDABAD,2008,0
NADIA,2008,0
"PASCHIM MIDNAPUR",2008,0
"PURAB MIDNAPUR",2008,0
PURULIA,2008,0
"SEALDAH G.R.P.",2008,0
"SILIGURI G.R.P.",2008,0
"UTTAR DINAJPUR",2008,0
ANDAMAN,2008,0
NICOBAR,2008,0
CHANDIGARH,2008,0
"D and N HAVELI",2008,0
DAMAN,2008,0
DIU,2008,0
CAW,2008,0
CENTRAL,2008,0
"CRIME BRANCH",2008,0
EAST,2008,0
EOW,2008,0
GRP(RLY),2008,0
"IGI AIRPORT",2008,0
"NEW DELHI",2008,0
NORTH-EAST,2008,0
NORTH-WEST,2008,0
OUTER,2008,0
SOUTH-EAST,2008,0
SOUTH-WEST,2008,0
STF,2008,0
LAKSHADWEEP,2008,0
KARAIKAL,2008,0
PUDUCHERRY,2008,0
ANANTAPUR,2009,0
CYBERABAD,2009,0
"GUNTAKAL RLY.",2009,0
"HYDERABAD CITY",2009,0
KARIMNAGAR,2009,0
PRAKASHAM,2009,0
"RANGA REDDY",2009,0
"SECUNDERABAD RLY.",2009,0
"VIJAYAWADA CITY",2009,0
"VIJAYAWADA RLY.",2009,0
"VISAKHA RURAL",2009,0
VISAKHAPATNAM,2009,0
VIZIANAGARAM,2009,0
ANJAW,2009,0
CHANGLANG,2009,0
"DIBANG VALLEY",2009,0
K/KUMEY,2009,0
"KAMENG EAST",2009,0
"KAMENG WEST",2009,0
LOHIT,2009,0
"PAPUM PARE",2009,0
"SIANG EAST",2009,0
"SIANG UPPER",2009,0
"SIANG WEST",2009,0
"SUBANSIRI LOWER",2009,0
"SUBANSIRI UPPER",2009,0
TAWANG,2009,0
TIRAP,2009,0
"UPPER DIBANG VALLEY",2009,0
TOTAL,2009,0
BARPETA,2009,0
BASKA,2009,0
BONGAIGAON,2009,0
C.I.D.,2009,0
CACHAR,2009,0
CHIRANG,2009,0
DARRANG,2009,0
DHEMAJI,2009,0
DHUBRI,2009,0
DIBRUGARH,2009,0
G.R.P.,2009,0
GOALPARA,2009,0
GOLAGHAT,2009,0
"GUWAHATI CITY",2009,0
HAILAKANDI,2009,0
JORHAT,2009,0
KAMRUP,2009,0
"KARBI ANGLONG",2009,0
KARIMGANJ,2009,0
KOKRAJHAR,2009,0
LAKHIMPUR,2009,0
MORIGAON,2009,0
N.C.HILLS,2009,0
NAGAON,2009,0
NALBARI,2009,0
R.P.O.,2009,0
SIBSAGAR,2009,0
SONITPUR,2009,0
TINSUKIA,2009,0
UDALGURI,2009,0
ARWAL,2009,0
AURANGABAD,2009,0
BAGAHA,2009,0
BANKA,2009,0
BEGUSARAI,2009,0
BETTIAH,2009,0
BHABHUA,2009,0
BHAGALPUR,2009,0
BHOJPUR,2009,0
BUXAR,2009,0
DARBHANGA,2009,0
"JAMALPUR RLY.",2009,0
JAMUI,2009,0
JEHANABAD,2009,0
"KATIHAR RLY.",2009,0
KHAGARIA,2009,0
KISHANGANJ,2009,0
LAKHISARAI,2009,0
MADHEPURA,2009,0
MADHUBANI,2009,0
MOTIHARI,2009,0
MUNGER,2009,0
MUZAFFARPUR,2009,0
"MUZAFFARPUR RLY.",2009,0
NAUGACHIA,2009,0
NAWADAH,2009,0
PATNA,2009,0
"PATNA RLY.",2009,0
PURNEA,2009,0
ROHTAS,2009,0
SAHARSA,2009,0
SAMASTIPUR,2009,0
SHEOHAR,2009,0
SITAMARHI,2009,0
SIWAN,2009,0
SUPAUL,2009,0
BIZAPUR,2009,0
DANTEWADA,2009,0
DHAMTARI,2009,0
DURG,2009,0
JAGDALPUR,2009,0
JANJGIR,2009,0
JASHPUR,2009,0
KANKER,2009,0
MAHASAMUND,2009,0
NARAYANPUR,2009,0
SARGUJA,2009,0
SURAJPUR,2009,0
"NORTH GOA",2009,0
"SOUTH GOA",2009,0
"AHMEDABAD RURAL",2009,0
AHWA-DANG,2009,0
ANAND,2009,0
BHARUCH,2009,0
DAHOD,2009,0
GANDHINAGAR,2009,0
HIMATNAGAR,2009,0
"KHEDA NORTH",2009,0
NARMADA,2009,0
NAVSARI,2009,0
"RAJKOT COMMR.",2009,0
"SURAT RURAL",2009,0
TAPI,2009,0
"VADODARA COMMR.",2009,0
"VADODARA RURAL",2009,0
VALSAD,2009,0
W.RLY,2009,0
AMBALA,2009,0
BHIWANI,2009,0
FARIDABAD,2009,0
FATEHABAD,2009,0
GRP,2009,0
GURGAON,2009,0
HISSAR,2009,0
JIND,2009,0
KARNAL,2009,0
KURUKSHETRA,2009,0
MAHENDRAGARH,2009,0
MEWAT,2009,0
PALWAL,2009,0
PANCHKULA,2009,0
REWARI,2009,0
YAMUNANAGAR,2009,0
BADDIPOLICEDIST,2009,0
BILASPUR,2009,0
CHAMBA,2009,0
CID,2009,0
HAMIRPUR,2009,0
KANGRA,2009,0
KINNAUR,2009,0
LAHAUL-SPITI,2009,0
MANDI,2009,0
SHIMLA,2009,0
SIRMAUR,2009,0
SOLAN,2009,0
UNA,2009,0
ANANTNAG,2009,0
AWANTIPORA,2009,0
BANDIPORA,2009,0
BARAMULLA,2009,0
BUDGAM,2009,0
"CRIME JAMMU",2009,0
"CRIME SRINAGAR",2009,0
DODA,2009,0
GANDERBAL,2009,0
HANDWARA,2009,0
JAMMU,2009,0
KARGIL,2009,0
KATHUA,2009,0
KISHTWAR,2009,0
KULGAM,2009,0
KUPWARA,2009,0
LEH,2009,0
POONCH,2009,0
PULWAMA,2009,0
RAILWAYS,2009,0
"RAILWAYS KMR",2009,0
RAJOURI,2009,0
RAMBAN,2009,0
REASI,2009,0
SAMBA,2009,0
SHOPIAN,2009,0
SRINAGAR,2009,0
UDHAMPUR,2009,0
BOKARO,2009,0
CHAIBASA,2009,0
CHATRA,2009,0
DEOGHAR,2009,0
DHANBAD,2009,0
"DHANBAD RLY.",2009,0
DUMKA,2009,0
GARHWA,2009,0
GIRIDIH,2009,0
GODDA,2009,0
GUMLA,2009,0
HAZARIBAGH,2009,0
"JAMSHEDPUR RLY.",2009,0
JAMTARA,2009,0
KHUNTI,2009,0
LATEHAR,2009,0
LOHARDAGGA,2009,0
PAKUR,2009,0
PALAMU,2009,0
RAMGARH,2009,0
RANCHI,2009,0
SARAIKELA,2009,0
SIMDEGA,2009,0
"BANGALORE COMMR.",2009,0
"BANGALORE RURAL",2009,0
BELLARY,2009,0
BIDAR,2009,0
CBPURA,2009,0
CHAMARAJNAGAR,2009,0
DAVANAGERE,2009,0
"DHARWAD COMMR.",2009,0
"DHARWAD RURAL",2009,0
GADAG,2009,0
HAVERI,2009,0
K.G.F.,2009,0
KODAGU,2009,0
KOLAR,2009,0
KOPPAL,2009,0
MANDYA,2009,0
"MYSORE COMMR.",2009,0
RAICHUR,2009,0
SHIMOGA,2009,0
UDUPI,2009,0
"UTTAR KANNADA",2009,0
"ERNAKULAM COMMR.",2009,0
IDUKKI,2009,0
KANNUR,2009,0
KASARGOD,2009,0
KOLLAM,2009,0
KOTTAYAM,2009,0
"KOZHIKODE COMMR.",2009,0
"KOZHIKODE RURAL",2009,0
MALAPPURAM,2009,0
PALAKKAD,2009,0
PATHANAMTHITTA,2009,0
THRISSUR,2009,0
"TRIVANDRUM COMMR.",2009,0
"TRIVANDRUM RURAL",2009,0
WAYANADU,2009,0
ALIRAJPUR,2009,0
ANUPPUR,2009,0
BARWANI,2009,0
"BHOPAL RLY.",2009,0
CHHINDWARA,2009,0
DINDORI,2009,0
"INDORE RLY.",2009,0
"JABALPUR RLY.",2009,0
JHABUA,2009,0
MANDLA,2009,0
NEEMUCH,2009,0
SHAHDOL,2009,0
SIDHI,2009,0
UMARIYA,2009,0
AKOLA,2009,0
"AMRAVATI COMMR.",2009,0
BULDHANA,2009,0
DHULE,2009,0
GADCHIROLI,2009,0
GONDIA,2009,0
JALGAON,2009,0
JALNA,2009,0
KOLHAPUR,2009,0
"MUMBAI COMMR.",2009,0
"MUMBAI RLY.",2009,0
"NAGPUR COMMR.",2009,0
"NAGPUR RLY.",2009,0
"NASIK COMMR.",2009,0
"NASIK RURAL",2009,0
"NAVI MUMBAI",2009,0
OSMANABAD,2009,0
"PUNE RLY.",2009,0
"PUNE RURAL",2009,0
RAIGAD,2009,0
RATNAGIRI,2009,0
SANGLI,2009,0
SINDHUDURG,2009,0
"SOLAPUR RURAL",2009,0
"THANE COMMR.",2009,0
"THANE RURAL",2009,0
WARDHA,2009,0
WASHIM,2009,0
BISHNUPUR,2009,0
CHANDEL,2009,0
CHURACHANDPUR,2009,0
"IMPHAL EAST",2009,0
"IMPHAL WEST",2009,0
SENAPATI,2009,0
TAMENGLONG,2009,0
THOUBAL,2009,0
UKHRUL,2009,0
"GARO HILLS EAST",2009,0
"GARO HILLS SOUTH",2009,0
"GARO HILLS WEST",2009,0
"JAINTIA HILLS",2009,0
"KHASI HILLS EAST",2009,0
"KHASI HILLS WEST",2009,0
RI-BHOI,2009,0
AIZAWL,2009,0
CHAMPHAI,2009,0
KOLASIB,2009,0
LAWNGTLAI,2009,0
LUNGLEI,2009,0
MAMIT,2009,0
SAIHA,2009,0
SERCHHIP,2009,0
DIMAPUR,2009,0
KIPHIRE,2009,0
KOHIMA,2009,0
LONGLENG,2009,0
MOKOKCHUNG,2009,0
MON,2009,0
PEREN,2009,0
PHEK,2009,0
TUENSANG,2009,0
WOKHA,2009,0
ZUNHEBOTO,2009,0
BALASORE,2009,0
BERHAMPUR,2009,0
BHADRAK,2009,0
BOUDH,2009,0
CUTTACK,2009,0
"DCP BBSR",2009,0
"DCP CTC",2009,0
DEOGARH,2009,0
DHENKANAL,2009,0
GAJAPATI,2009,0
JAGATSINGHPUR,2009,0
JAJPUR,2009,0
JHARSUGUDA,2009,0
KALAHANDI,2009,0
KANDHAMAL,2009,0
KENDRAPARA,2009,0
KEONJHAR,2009,0
KHURDA,2009,0
KORAPUT,2009,0
MALKANGIR,2009,0
NAYAGARH,2009,0
PURI,2009,0
ROURKELA,2009,0
SAMBALPUR,2009,0
SONEPUR,2009,0
SRP(CUTTACK),2009,0
SRP(ROURKELA),2009,0
SUNDARGARH,2009,0
AMRITSAR,2009,0
"AMRITSAR RURAL",2009,0
BARNALA,2009,0
BATALA,2009,0
BHATINDA,2009,0
FARIDKOT,2009,0
FEROZPUR,2009,0
G.R.P,2009,0
GURDASPUR,2009,0
HOSHIARPUR,2009,0
JALANDHAR,2009,0
KAPURTHALA,2009,0
KHANNA,2009,0
LUDHIANA,2009,0
"LUDHIANA RURAL",2009,0
MANSA,2009,0
MUKTSAR,2009,0
PATIALA,2009,0
ROPAR,2009,0
SANGRUR,2009,0
"SAS NGR",2009,0
"SBS NAGAR",2009,0
"TARN TARAN",2009,0
BANSWARA,2009,0
BUNDI,2009,0
DAUSA,2009,0
DUNGARPUR,2009,0
"JAIPUR NORTH",2009,0
JAISALMER,2009,0
"JODHPUR CITY",2009,0
"JODHPUR RURAL",2009,0
"KOTA CITY",2009,0
RAJSAMAND,2009,0
"SAWAI MADHOPUR",2009,0
SIROHI,2009,0
UDAIPUR,2009,0
EAST,2009,0
SOUTH,2009,0
ARIYALUR,2009,0
CHENNAI,2009,0
"CHENNAI RLY.",2009,0
CHENNAISUBURBAN,2009,0
"COIMBATORE RURAL",2009,0
"COIMBATORE URBAN",2009,0
CUDDALORE,2009,0
DHARMAPURI,2009,0
DINDIGUL,2009,0
ERODE,2009,0
KANCHIPURAM,2009,0
KANYAKUMARI,2009,0
KRISHNAGIRI,2009,0
"MADURAI RURAL",2009,0
"MADURAI URBAN",2009,0
NAMAKKAL,2009,0
PUDUKOTTAI,2009,0
"SALEM RURAL",2009,0
"SALEM URBAN",2009,0
THIRUVALLUR,2009,0
THIRUVANNAMALAI,2009,0
TIRUPPUR,2009,0
"TRICHY RLY.",2009,0
"TRICHY RURAL",2009,0
"TRICHY URBAN",2009,0
VELLORE,2009,0
DHALAI,2009,0
NORTH,2009,0
WEST,2009,0
BALLIA,2009,0
BANDA,2009,0
CHANDOLI,2009,0
DEORIA,2009,0
ETAH,2009,0
FATEHPUR,2009,0
JAUNPUR,2009,0
"KANSHIRAM NAGAR",2009,0
LALITPUR,2009,0
MAHOBA,2009,0
ST.RAVIDASNAGAR,2009,0
ALMORA,2009,0
BAGESHWAR,2009,0
CHAMOLI,2009,0
CHAMPAWAT,2009,0
HARIDWAR,2009,0
NAINITAL,2009,0
"PAURI GARHWAL",2009,0
PITHORAGARH,2009,0
"RUDRA PRAYAG",2009,0
"TEHRI GARHWAL",2009,0
UTTARKASHI,2009,0
"24 PARGANAS NORTH",2009,0
"24 PARGANAS SOUTH",2009,0
ASANSOL,2009,0
BANKURA,2009,0
BIRBHUM,2009,0
BURDWAN,2009,0
COOCHBEHAR,2009,0
"DAKSHIN DINAJPUR",2009,0
DARJEELING,2009,0
HOOGHLY,2009,0
HOWRAH,2009,0
"HOWRAH G.R.P.",2009,0
JALPAIGURI,2009,0
"KHARAGPUR G.R.P.",2009,0
KOLKATA,2009,0
MALDA,2009,0
MURSHIDABAD,2009,0
NADIA,2009,0
"PASCHIM MIDNAPUR",2009,0
"PURAB MIDNAPUR",2009,0
PURULIA,2009,0
"SEALDAH G.R.P.",2009,0
"SILIGURI G.R.P.",2009,0
"UTTAR DINAJPUR",2009,0
ANDAMAN,2009,0
NICOBAR,2009,0
CHANDIGARH,2009,0
"D and N HAVELI",2009,0
DAMAN,2009,0
DIU,2009,0
CAW,2009,0
CENTRAL,2009,0
"CRIME BRANCH",2009,0
EOW,2009,0
GRP(RLY),2009,0
"IGI AIRPORT",2009,0
"NEW DELHI",2009,0
NORTH-EAST,2009,0
NORTH-WEST,2009,0
OUTER,2009,0
SOUTH-EAST,2009,0
SOUTH-WEST,2009,0
STF,2009,0
LAKSHADWEEP,2009,0
KARAIKAL,2009,0
PUDUCHERRY,2009,0
ADILABAD,2010,0
CUDDAPAH,2010,0
CYBERABAD,2010,0
"GUNTAKAL RLY.",2010,0
"HYDERABAD CITY",2010,0
KHAMMAM,2010,0
KRISHNA,2010,0
PRAKASHAM,2010,0
RAJAHMUNDRY,2010,0
"RANGA REDDY",2010,0
"SECUNDERABAD RLY.",2010,0
"VIJAYAWADA RLY.",2010,0
"VISAKHA RURAL",2010,0
VISAKHAPATNAM,2010,0
ANJAW,2010,0
CHANGLANG,2010,0
"DIBANG VALLEY",2010,0
K/KUMEY,2010,0
"KAMENG EAST",2010,0
"KAMENG WEST",2010,0
LOHIT,2010,0
"PAPUM PARE",2010,0
RURAL,2010,0
"SIANG EAST",2010,0
"SIANG UPPER",2010,0
"SIANG WEST",2010,0
"SUBANSIRI LOWER",2010,0
"SUBANSIRI UPPER",2010,0
TAWANG,2010,0
TIRAP,2010,0
"UPPER DIBANG VALLEY",2010,0
TOTAL,2010,0
BARPETA,2010,0
BASKA,2010,0
BONGAIGAON,2010,0
C.I.D.,2010,0
CACHAR,2010,0
CHIRANG,2010,0
DARRANG,2010,0
DHEMAJI,2010,0
DHUBRI,2010,0
DIBRUGARH,2010,0
G.R.P.,2010,0
GOALPARA,2010,0
GOLAGHAT,2010,0
"GUWAHATI CITY",2010,0
HAILAKANDI,2010,0
JORHAT,2010,0
KAMRUP,2010,0
"KARBI ANGLONG",2010,0
KARIMGANJ,2010,0
KOKRAJHAR,2010,0
LAKHIMPUR,2010,0
MORIGAON,2010,0
N.C.HILLS,2010,0
NAGAON,2010,0
NALBARI,2010,0
R.P.O.,2010,0
SIBSAGAR,2010,0
SONITPUR,2010,0
TINSUKIA,2010,0
UDALGURI,2010,0
ARARIA,2010,0
ARWAL,2010,0
AURANGABAD,2010,0
BAGAHA,2010,0
BANKA,2010,0
BEGUSARAI,2010,0
BETTIAH,2010,0
BHABHUA,2010,0
BHOJPUR,2010,0
BUXAR,2010,0
DARBHANGA,2010,0
GAYA,2010,0
GOPALGANJ,2010,0
"JAMALPUR RLY.",2010,0
JEHANABAD,2010,0
KATIHAR,2010,0
"KATIHAR RLY.",2010,0
KHAGARIA,2010,0
KISHANGANJ,2010,0
LAKHISARAI,2010,0
MADHUBANI,2010,0
MOTIHARI,2010,0
MUNGER,2010,0
MUZAFFARPUR,2010,0
"MUZAFFARPUR RLY.",2010,0
NAUGACHIA,2010,0
NAWADAH,2010,0
PATNA,2010,0
"PATNA RLY.",2010,0
PURNEA,2010,0
ROHTAS,2010,0
SAMASTIPUR,2010,0
SHEIKHPURA,2010,0
SHEOHAR,2010,0
SITAMARHI,2010,0
SIWAN,2010,0
SUPAUL,2010,0
BALRAMPUR,2010,0
BIZAPUR,2010,0
DANTEWADA,2010,0
DHAMTARI,2010,0
DURG,2010,0
"GRP RAIPUR",2010,0
JAGDALPUR,2010,0
KANKER,2010,0
KORIYA,2010,0
MAHASAMUND,2010,0
NARAYANPUR,2010,0
RAIGARH,2010,0
RAIPUR,2010,0
SARGUJA,2010,0
SURAJPUR,2010,0
"NORTH GOA",2010,0
"SOUTH GOA",2010,0
"AHMEDABAD RURAL",2010,0
AHWA-DANG,2010,0
AMRELI,2010,0
ANAND,2010,0
BHAVNAGAR,2010,0
DAHOD,2010,0
GANDHINAGAR,2010,0
JAMNAGAR,2010,0
JUNAGADH,2010,0
"KHEDA NORTH",2010,0
MEHSANA,2010,0
NARMADA,2010,0
NAVSARI,2010,0
PATAN,2010,0
PORBANDAR,2010,0
"RAJKOT COMMR.",2010,0
"RAJKOT RURAL",2010,0
"SURAT COMMR.",2010,0
"SURAT RURAL",2010,0
TAPI,2010,0
"VADODARA COMMR.",2010,0
VALSAD,2010,0
W.RLY,2010,0
FARIDABAD,2010,0
FATEHABAD,2010,0
JIND,2010,0
KAITHAL,2010,0
MAHENDRAGARH,2010,0
MEWAT,2010,0
PANCHKULA,2010,0
REWARI,2010,0
ROHTAK,2010,0
SIRSA,2010,0
YAMUNANAGAR,2010,0
BADDIPOLICEDIST,2010,0
BILASPUR,2010,0
CHAMBA,2010,0
CID,2010,0
HAMIRPUR,2010,0
KANGRA,2010,0
KINNAUR,2010,0
KULLU,2010,0
LAHAUL-SPITI,2010,0
MANDI,2010,0
SHIMLA,2010,0
SIRMAUR,2010,0
SOLAN,2010,0
UNA,2010,0
ANANTNAG,2010,0
AWANTIPORA,2010,0
BANDIPORA,2010,0
BARAMULLA,2010,0
BUDGAM,2010,0
C.B.KASHMIR,2010,0
"CRIME JAMMU",2010,0
DODA,2010,0
GANDERBAL,2010,0
HANDWARA,2010,0
JAMMU,2010,0
KARGIL,2010,0
KATHUA,2010,0
KISHTWAR,2010,0
KULGAM,2010,0
KUPWARA,2010,0
LEH,2010,0
POONCH,2010,0
PULWAMA,2010,0
RAILWAYS,2010,0
RAILWAYSKMR,2010,0
RAJOURI,2010,0
RAMBAN,2010,0
REASI,2010,0
SAMBA,2010,0
SHOPIAN,2010,0
SOPORE,2010,0
SRINAGAR,2010,0
UDHAMPUR,2010,0
BOKARO,2010,0
CHAIBASA,2010,0
CHATRA,2010,0
DEOGHAR,2010,0
DHANBAD,2010,0
"DHANBAD RLY.",2010,0
DUMKA,2010,0
GARHWA,2010,0
GIRIDIH,2010,0
GODDA,2010,0
GUMLA,2010,0
HAZARIBAGH,2010,0
"JAMSHEDPUR RLY.",2010,0
JAMTARA,2010,0
KHUNTI,2010,0
KODERMA,2010,0
LATEHAR,2010,0
LOHARDAGGA,2010,0
PAKUR,2010,0
PALAMU,2010,0
RAMGARH,2010,0
RANCHI,2010,0
SAHEBGANJ,2010,0
SARAIKELA,2010,0
SIMDEGA,2010,0
BAGALKOT,2010,0
"BANGALORE RURAL",2010,0
BELLARY,2010,0
BIDAR,2010,0
CBPURA,2010,0
CHAMARAJNAGAR,2010,0
CHICKMAGALUR,2010,0
CHITRADURGA,2010,0
"DAKSHIN KANNADA",2010,0
DAVANAGERE,2010,0
"DHARWAD COMMR.",2010,0
"DHARWAD RURAL",2010,0
GADAG,2010,0
HASSAN,2010,0
HAVERI,2010,0
K.G.F.,2010,0
KODAGU,2010,0
KOPPAL,2010,0
"MYSORE COMMR.",2010,0
RAICHUR,2010,0
SHIMOGA,2010,0
UDUPI,2010,0
"UTTAR KANNADA",2010,0
YADGIRI,2010,0
ALAPUZHA,2010,0
"ERNAKULAM COMMR.",2010,0
IDUKKI,2010,0
KANNUR,2010,0
KASARGOD,2010,0
KOTTAYAM,2010,0
"KOZHIKODE COMMR.",2010,0
"KOZHIKODE RURAL",2010,0
MALAPPURAM,2010,0
PALAKKAD,2010,0
PATHANAMTHITTA,2010,0
"TRIVANDRUM COMMR.",2010,0
"TRIVANDRUM RURAL",2010,0
WAYANADU,2010,0
ALIRAJPUR,2010,0
ANUPPUR,2010,0
BARWANI,2010,0
DINDORI,2010,0
"INDORE RLY.",2010,0
"JABALPUR RLY.",2010,0
JHABUA,2010,0
KHARGON,2010,0
MANDLA,2010,0
PANNA,2010,0
REWA,2010,0
SEONI,2010,0
SINGRAULI,2010,0
UMARIYA,2010,0
"AMRAVATI RURAL",2010,0
"AURANGABAD COMMR.",2010,0
"AURANGABAD RURAL",2010,0
BULDHANA,2010,0
DHULE,2010,0
GADCHIROLI,2010,0
GONDIA,2010,0
JALNA,2010,0
KOLHAPUR,2010,0
"MUMBAI COMMR.",2010,0
"MUMBAI RLY.",2010,0
"NAGPUR RLY.",2010,0
"NAGPUR RURAL",2010,0
NANDURBAR,2010,0
"NASIK COMMR.",2010,0
"NASIK RURAL",2010,0
"NAVI MUMBAI",2010,0
OSMANABAD,2010,0
"PUNE COMMR.",2010,0
"PUNE RLY.",2010,0
RAIGAD,2010,0
RATNAGIRI,2010,0
SANGLI,2010,0
SINDHUDURG,2010,0
"SOLAPUR COMMR.",2010,0
"SOLAPUR RURAL",2010,0
"THANE COMMR.",2010,0
"THANE RURAL",2010,0
WARDHA,2010,0
BISHNUPUR,2010,0
CHANDEL,2010,0
CHURACHANDPUR,2010,0
"IMPHAL EAST",2010,0
"IMPHAL WEST",2010,0
SENAPATI,2010,0
TAMENGLONG,2010,0
THOUBAL,2010,0
UKHRUL,2010,0
"GARO HILLS EAST",2010,0
"GARO HILLS SOUTH",2010,0
"GARO HILLS WEST",2010,0
"JAINTIA HILLS",2010,0
"KHASI HILLS EAST",2010,0
"KHASI HILLS WEST",2010,0
RI-BHOI,2010,0
AIZAWL,2010,0
CHAMPHAI,2010,0
KOLASIB,2010,0
LAWNGTLAI,2010,0
LUNGLEI,2010,0
MAMIT,2010,0
SAIHA,2010,0
SERCHHIP,2010,0
DIMAPUR,2010,0
KIPHIRE,2010,0
KOHIMA,2010,0
LONGLENG,2010,0
MOKOKCHUNG,2010,0
MON,2010,0
PEREN,2010,0
PHEK,2010,0
TUENSANG,2010,0
WOKHA,2010,0
ZUNHEBOTO,2010,0
BALASORE,2010,0
BARAGARH,2010,0
BERHAMPUR,2010,0
BHADRAK,2010,0
BOLANGIR,2010,0
BOUDH,2010,0
"DCP BBSR",2010,0
"DCP CTC",2010,0
DEOGARH,2010,0
GAJAPATI,2010,0
JAGATSINGHPUR,2010,0
JAJPUR,2010,0
JHARSUGUDA,2010,0
KALAHANDI,2010,0
KANDHAMAL,2010,0
KENDRAPARA,2010,0
KEONJHAR,2010,0
KHURDA,2010,0
KORAPUT,2010,0
MALKANGIR,2010,0
MAYURBHANJ,2010,0
NOWRANGPUR,2010,0
NUAPADA,2010,0
PURI,2010,0
RAYAGADA,2010,0
ROURKELA,2010,0
SAMBALPUR,2010,0
SRP(CUTTACK),2010,0
SRP(ROURKELA),2010,0
SUNDARGARH,2010,0
"AMRITSAR RURAL",2010,0
BARNALA,2010,0
BATALA,2010,0
BHATINDA,2010,0
"CP AMRITSAR",2010,0
"CP JALANDHAR",2010,0
"CP LUDHIANA",2010,0
FARIDKOT,2010,0
"FATEHGARH SAHIB",2010,0
FEROZPUR,2010,0
G.R.P,2010,0
GURDASPUR,2010,0
HOSHIARPUR,2010,0
"JALANDHAR RURAL",2010,0
KAPURTHALA,2010,0
KHANNA,2010,0
"LUDHIANA RURAL",2010,0
MUKTSAR,2010,0
ROPAR,2010,0
SANGRUR,2010,0
"SAS NGR",2010,0
"SBS NAGAR",2010,0
"TARN TARAN",2010,0
AJMER,2010,0
BANSWARA,2010,0
BARAN,2010,0
BIKANER,2010,0
CHITTORGARH,2010,0
DUNGARPUR,2010,0
"G.R.P. AJMER",2010,0
"G.R.P. JODHPUR",2010,0
"JAIPUR NORTH",2010,0
"JAIPUR SOUTH",2010,0
JAISALMER,2010,0
"JODHPUR CITY",2010,0
"JODHPUR RURAL",2010,0
"KOTA RURAL",2010,0
PRATAPGARH,2010,0
RAJSAMAND,2010,0
"SAWAI MADHOPUR",2010,0
SIROHI,2010,0
TONK,2010,0
UDAIPUR,2010,0
EAST,2010,0
NORTH,2010,0
SOUTH,2010,0
WEST,2010,0
ARIYALUR,2010,0
CHENNAI,2010,0
"CHENNAI RLY.",2010,0
CHENNAISUBURBAN,2010,0
"COIMBATORE URBAN",2010,0
CUDDALORE,2010,0
DHARMAPURI,2010,0
DINDIGUL,2010,0
ERODE,2010,0
KANCHIPURAM,2010,0
KANYAKUMARI,2010,0
KRISHNAGIRI,2010,0
"MADURAI RURAL",2010,0
"MADURAI URBAN",2010,0
NAMAKKAL,2010,0
NILGIRIS,2010,0
PERAMBALUR,2010,0
PUDUKOTTAI,2010,0
RAMNATHAPURAM,2010,0
"SALEM RURAL",2010,0
"SALEM URBAN",2010,0
THENI,2010,0
THIRUVARUR,2010,0
THOOTHUGUDI,2010,0
TIRUPPUR,2010,0
"TRICHY RLY.",2010,0
"TRICHY URBAN",2010,0
VELLORE,2010,0
VILLUPURAM,2010,0
DHALAI,2010,0
BAGHPAT,2010,0
BALLIA,2010,0
GONDA,2010,0
JALAUN,2010,0
LALITPUR,2010,0
